restaurant_name,food_name,serving_size,serving_unit,calories,carbohydrates,sugars,fats,saturated_fats,cholesterol,sodium,fiber,potassium,proteins,carb_percent,fat_percent,protein_percent
McDonald's Canada,Egg BLT McMuffin with Shredded Lettuce (McDonald's in Walmart),1.0,Serving,7.99,1.55,0.56,0.14,0.02,0.0,3.76,0.99,116.09,0.58,77.59699624530664,15.769712140175221,29.036295369211512
McDonald's,Cheeseburger,1.0,Serving,535.31,39.24,7.16,28.66,14.0,95.52,1176.09,2.39,443.77,30.27,29.321327828734756,48.185163736900115,22.61866955595823
McDonald's,Hamburger,1.0,Serving,540.14,40.27,7.16,26.56,10.52,122.04,791.0,0.03,569.52,34.28,29.821898026437594,44.255193098085684,25.386011034176327
McDonald's,Honey,1.0,Serving,63.84,17.3,17.25,0.0,0.0,0.0,0.84,0.04,10.92,0.06,108.39598997493734,0.0,0.37593984962406013
McDonald's,Hotcakes,1.0,Serving,90.8,11.32,7.16,3.88,0.85,23.6,175.6,0.03,52.8,2.56,49.867841409691636,38.458149779735685,11.277533039647578
McDonald's,McChicken,1.0,Serving,193.28,9.66,0.05,12.68,2.09,28.16,362.24,0.03,161.28,10.11,19.991721854304636,59.043874172185426,20.92301324503311
McDonald's,McCrispy,1.0,Serving,470.0,19.795,7.16,8.81,0.47,1.52,115.8,0.03,140.17,6.11,16.8468085106383,16.870212765957447,5.2
McDonald's,McDouble,1.0,Serving,391.64,38.51,8.68,17.48,7.22,52.34,878.77,2.23,303.71,20.09,39.33203962823001,40.169543458278014,20.51884383617608
McDonald's,"Americano, Large",1.0,Serving,8.88,1.65,0.0,0.18,0.09,0.0,28.81,0.0,113.47,0.12,74.32432432432431,18.24324324324324,5.405405405405405
McDonald's,"Americano, Medium",1.0,Serving,8.88,1.65,0.0,0.18,0.09,0.0,28.81,0.0,113.47,0.12,74.32432432432431,18.24324324324324,5.405405405405405
McDonald's,"Americano, Small",1.0,Serving,8.88,1.65,0.0,0.18,0.09,0.0,28.81,0.0,113.47,0.12,74.32432432432431,18.24324324324324,5.405405405405405
McDonald's,Apple Slices,1.0,Serving,114.08,28.02,23.86,0.32,0.05,0.0,9.92,0.5,250.48,0.25,98.24684431977559,2.524544179523142,0.876577840112202
McDonald's,Big Breakfast,1.0,Serving,345.84,68.62,11.04,1.73,0.47,0.0,552.82,2.1,140.17,13.83,79.36618089289847,4.502081887578071,15.99583622484386
McDonald's,Big Mac,1.0,Serving,562.83,43.98,8.69,32.76,8.33,78.84,1007.4,3.5,396.39,25.89,31.256329619956286,52.385267309844885,18.399872075049302
McDonald's,"Cappuccino, Large",1.0,Serving,119.7,11.97,11.57,4.64,2.93,18.3,115.8,0.0,388.33,7.62,40.0,34.887218045112775,25.46365914786967
McDonald's,"Cappuccino, Medium",1.0,Serving,19.32,3.25,3.11,0.51,0.29,1.52,8.05,0.0,32.25,0.49,67.28778467908903,23.757763975155278,10.144927536231883
McDonald's,"Cappuccino, Small",1.0,Serving,19.32,3.25,3.11,0.51,0.29,1.52,8.05,0.0,32.25,0.49,67.28778467908903,23.757763975155278,10.144927536231883
McDonald's,Dasani Water,1.0,Serving,0.42,0.14,0.04,0.0,0.0,0.0,19.54,0.02,2.72,0.01,133.33333333333334,0.0,9.523809523809526
McDonald's,Deluxe McCrispy,1.0,Serving,530.0,19.795,7.16,8.81,0.47,1.52,115.8,0.03,140.17,6.11,14.939622641509434,14.960377358490568,4.611320754716981
McDonald's,Double Cheeseburger,1.0,Serving,761.6,40.4,9.77,45.42,18.12,159.6,1344.0,2.8,677.6,47.49,21.218487394957982,53.67384453781513,24.942226890756302
Burger King,Bacon King,1.0,serving,161.46,0.59,0.0,12.11,4.13,34.16,580.98,0.0,172.16,11.7,1.4616623312275485,67.50278706800445,28.985507246376805
Burger King,Rodeo Burger,1.0,serving,540.14,40.27,9.77,26.56,10.52,122.04,791.0,1.3450000000000002,569.52,34.28,29.821898026437594,44.255193098085684,25.386011034176327
Burger King,Cheeseburger,1.0,serving,535.31,39.24,7.16,28.66,14.0,95.52,1176.09,2.39,443.77,30.27,29.321327828734756,48.185163736900115,22.61866955595823
Burger King,Hamburger,1.0,serving,540.14,40.27,9.77,26.56,10.52,122.04,791.0,1.3450000000000002,569.52,34.28,29.821898026437594,44.255193098085684,25.386011034176327
Burger King,Whopper,1.0,serving,194.18,22.67,19.4,11.16,6.04,8.74,32.68,1.25,140.6,2.9,46.69893912864353,51.72520341950767,5.973838706354928
Burger King,Bacon Cheeseburger,1.0,serving,595.02,39.86,9.77,33.46,12.93,105.5,1422.14,2.74,502.18,33.3,26.795737958387956,50.610063527276395,22.385802157910657
Burger King,Bacon Melt,1.0,serving,899.39,46.04,5.69,56.62,29.48,200.83,1406.19,5.57,762.08,49.94,20.476100468095044,56.65840180566829,22.21060941304662
Burger King,Big Fish,1.0,serving,562.83,43.98,8.69,32.76,8.33,78.84,1007.4,3.5,396.39,25.89,31.256329619956286,52.385267309844885,18.399872075049302
Burger King,Chicken Jr.,1.0,serving,187.0,0.04,9.77,11.11,3.11,79.9,60.35,0.0,173.4,20.37,0.08556149732620322,53.470588235294116,43.57219251336898
Burger King,Chocolate Shake,1.0,serving,540.74,96.11,94.74,12.27,7.64,49.98,504.38,1.36,1017.86,13.86,71.09516588378888,20.422014276731883,10.252616784406552
Burger King,Classic Melt,1.0,serving,805.45,7.18,3.5,77.56,22.46,96.96,3060.17,1.03,303.67,22.58,3.565708610093736,86.66459743000806,11.21360730026693
Burger King,Double Cheeseburger,1.0,serving,761.6,40.4,9.77,45.42,18.12,159.6,1344.0,2.8,677.6,47.49,21.218487394957982,53.67384453781513,24.942226890756302
Burger King,Double Whopper,1.0,serving,194.18,22.67,19.4,11.16,6.04,8.74,32.68,1.25,140.6,2.9,46.69893912864353,51.72520341950767,5.973838706354928
Burger King,Impossible Whopper,1.0,serving,194.18,22.67,19.4,11.16,6.04,8.74,32.68,1.25,140.6,2.9,46.69893912864353,51.72520341950767,5.973838706354928
Burger King,Large Sprite,1.0,serving,480.48,63.82,0.46,22.68,3.6,0.0,323.4,5.85,891.66,5.28,53.13020313020312,42.48251748251749,4.395604395604396
Burger King,MOTTS Applesauce,1.0,serving,75.48,19.41,16.28,0.19,0.03,0.0,2.22,1.33,83.25,0.18,102.86168521462639,2.2655007949125596,0.9538950715421303
Burger King,Medium Sprite,1.0,serving,197.7,25.67,25.58,0.0,0.0,0.0,25.06,0.0,2.88,0.22,51.93727870510876,0.0,0.44511886697015685
Burger King,Pancake Platter,1.0,serving,1080.65,95.65,8.59,55.52,16.97,140.9,1283.4,8.31,1570.14,47.97,35.40461759126451,46.238837736547445,17.755980197103593
Burger King,Philly Melt,1.0,serving,390.88,54.89,8.52,13.53,6.31,35.15,1114.8,0.51,203.02,11.0,56.170691772410976,31.15278346295538,11.25665165779779
Burger King,Rodeo Cheeseburger,1.0,serving,595.02,39.86,9.77,33.46,12.93,105.5,1422.14,2.74,502.18,33.3,26.795737958387956,50.610063527276395,22.385802157910657
Taco Bell,"Taco Shells, Bell Essentials, Crunchy",3.0,taco shells,158.01,13.7,0.62,8.76,3.02,19.32,273.93,2.69,144.21,6.11,34.681349281691034,49.89557622935258,15.467375482564396
Taco Bell,Crunchy Taco,1.0,Taco,155.94,13.7,0.62,8.76,3.02,19.32,273.93,2.69,144.21,6.11,35.141721174810826,50.55790688726434,15.67269462613826
Taco Bell,Nachos BellGrande - Beef,1.0,Order,1233.77,26.46,10.07,96.18,39.27,282.47,1744.25,4.0,1257.22,67.11,8.578584339058335,70.16056477301281,21.757702002804415
Taco Bell,Nachos BellGrande - Chicken,1.0,Order,1313.69,106.94,3.78,66.21,22.58,192.56,2827.83,8.25,920.74,74.96,32.56171547320905,45.36001644223523,22.824258386681787
Taco Bell,Nachos BellGrande - Steak,1.0,Order,1242.48,26.46,10.07,97.76,40.31,294.07,1687.74,4.0,1164.48,65.89,8.518446977013715,70.81321228510721,21.21241388191359
Taco Bell,Crunchy Taco Supreme,1.0,Taco,63.31,8.44,0.2,2.9,0.94,0.0,43.09,0.89,30.72,0.85,53.32490917706523,41.22571473700837,5.370399620912967
Taco Bell,Double Stacked Taco,1.0,Taco,337.35,53.76,31.93,11.14,6.07,28.78,246.73,1.33,212.49,6.88,63.74388617163183,29.71987550022232,8.157699718393358
Taco Bell,Soft Taco - Beef,1.0,Taco,130.0,22.24,4.96,2.84,0.7,0.0,191.2,1.32,52.4,3.48,68.43076923076923,19.66153846153846,10.707692307692307
Taco Bell,Soft Taco - Chicken,1.0,Taco,130.0,22.24,4.96,2.84,0.7,0.0,191.2,1.32,52.4,3.48,68.43076923076923,19.66153846153846,10.707692307692307
Taco Bell UK,Fries Bell Grande,1.0,Order,31.92,7.64,5.0,0.23,0.03,0.0,2.28,1.37,189.24,1.05,95.73934837092732,6.484962406015038,13.157894736842104
Taco Bell UK,Nachos Bell Grande,1.0,Order,57.26,2.52,0.65,4.16,2.53,13.14,232.73,0.03,55.26,2.48,17.6039119804401,65.38595878449179,17.324484806147396
Taco Bell,"Seasoning Mix, Original Taco",2.0,tsp,37.65,5.26,4.96,2.03,0.4,0.0,10.05,0.17,14.4,0.1,55.88313413014608,48.525896414342625,1.062416998671979
Taco Bell UK,Taco Tuesday - Crunchy Beef Taco,1.0,serving,158.01,13.7,0.62,8.76,3.02,19.32,273.93,2.69,144.21,6.11,34.681349281691034,49.89557622935258,15.467375482564396
Taco Bell,Mild Sauce,1.0,tsp,6.3,0.66,0.66,0.0,0.0,0.0,1413.18,0.0,51.84,0.91,41.904761904761905,0.0,57.777777777777786
Taco Bell,Beach Bell Beer (12 oz),12.0,oz,31.92,7.64,5.0,0.23,0.03,0.0,2.28,1.37,189.24,1.05,95.73934837092732,6.484962406015038,13.157894736842104
Taco Bell,Beach Bell Beer (16 oz),16.0,oz,31.92,7.64,5.0,0.23,0.03,0.0,2.28,1.37,189.24,1.05,95.73934837092732,6.484962406015038,13.157894736842104
Taco Bell,Bell Tower Cerveza (12 oz),12.0,oz,50.22,11.76,4.96,0.39,0.06,0.0,3.72,1.67,394.32,1.86,93.6678614097969,6.989247311827958,14.814814814814817
Taco Bell,Bell Tower Cerveza (16 oz),16.0,oz,50.22,11.76,4.96,0.39,0.06,0.0,3.72,1.67,394.32,1.86,93.6678614097969,6.989247311827958,14.814814814814817
Taco Bell,Kalua Pork Nachos BellGrande (Regional),1.0,Order,150.44,9.54,0.43,7.95,2.3,40.87,386.4,0.62,138.84,9.63,25.36559425684658,47.56048923158735,25.60489231587344
Taco Bell Canada,Bean Crunchy Taco,1.0,Taco,155.94,13.7,0.62,8.76,3.02,19.32,273.93,2.69,144.21,6.11,35.141721174810826,50.55790688726434,15.67269462613826
Chick-fil-A,Chick-fil-A Filet,1.0,Serving,161.7,0.0,0.0,3.5,0.99,83.3,72.52,0.0,250.88,30.4,0.0,19.480519480519483,75.20098948670378
Chick-fil-A,Sauce,2.0,Tbsp,66.0,9.81,6.48,2.13,0.29,2.64,576.84,2.38,422.4,1.83,59.45454545454546,29.04545454545454,11.090909090909092
Chick-fil-A,Chick-fil-A Breakfast Filet,1.0,Serving,161.7,0.0,0.0,3.5,0.99,83.3,72.52,0.0,250.88,30.4,0.0,19.480519480519483,75.20098948670378
Chick-fil-A,Chick-fil-A Chicken Biscuit,1.0,Serving,396.0,40.34,3.46,19.71,7.54,31.68,1145.76,1.85,271.92,15.75,40.74747474747475,44.79545454545455,15.909090909090908
Chick-fil-A,Chick-fil-A Chicken Sandwich,1.0,Serving,465.63,39.06,6.81,20.93,3.97,65.45,1408.11,2.62,458.15,30.44,33.554539011661625,40.454867598737195,26.149517857526362
Chick-fil-A,Cobb Salad with Chick-fil-A Filet,1.0,Serving,161.7,0.0,0.0,3.5,0.99,83.3,72.52,0.0,250.88,30.4,0.0,19.480519480519483,75.20098948670378
Chick-fil-A,Market Salad with Chick-fil-A Filet,1.0,Serving,199.23,6.99,5.7,11.6,2.86,61.77,243.6,0.61,295.8,15.74,14.034031019424786,52.40174672489083,31.601666415700446
Chick-fil-A,Spicy Southwest Salad with Chick-fil-A Filet,1.0,Serving,491.43,42.3,7.21,19.4,4.72,86.82,681.87,10.11,778.3,38.53,34.43013247054514,35.52896648556254,31.361536739718783
Chick-fil-A,"Catering, Chick-fil-A Chicken Sandwich",1.0,Serving,465.63,39.06,6.81,20.93,3.97,65.45,1408.11,2.62,458.15,30.44,33.554539011661625,40.454867598737195,26.149517857526362
Chick-fil-A,Maple Pepper Bacon Sandwich with Chick-fil-A Filet,1.0,Serving,377.88,35.36,4.92,19.62,3.8,42.88,581.56,1.88,294.8,15.09,37.42987191701069,46.72912035566847,15.97332486503652
Chick-fil-A,Chick-fil-A Sauce,1.0,Serving,161.7,0.0,0.0,3.5,0.99,83.3,72.52,0.0,250.88,30.4,0.0,19.480519480519483,75.20098948670378
Chick-fil-A Grocery,Chick-Fil-A Sauce,2.0,tbsp,161.7,0.0,0.0,3.5,0.99,83.3,72.52,0.0,250.88,30.4,0.0,19.480519480519483,75.20098948670378
Chick-fil-A,Chick-fil-A Cool Wrap,1.0,Serving,747.68,46.02,1.94,40.35,12.55,125.72,1055.49,5.43,770.26,48.63,24.620158356516157,48.57024395463301,26.01647763749198
Chick-fil-A,Chick-fil-A Icedream Cone,1.0,Serving,274.11,35.08,26.54,12.81,7.73,49.72,120.2,0.96,239.37,4.75,51.19112764948378,42.05975703184853,6.931523840793842
Chick-fil-A,Chick-fil-A Icedream Cup,1.0,Serving,168.03,7.95,2.9,6.15,1.06,48.19,352.44,2.56,430.08,20.0,18.925191930012495,32.94054633101232,47.6105457358805
Chick-fil-A,"Chick-fil-A Lemonade, Gallon",1.0,Serving,482.04,77.05,56.11,18.07,2.92,46.5,407.95,0.56,120.19,3.4,63.93660277155422,33.7378640776699,2.8213426271678697
Chick-fil-A,"Chick-fil-A Lemonade, Large",1.0,Serving,98.8,25.74,24.65,0.1,0.01,0.0,9.88,0.0,37.05,0.17,104.21052631578947,0.9109311740890689,0.688259109311741
Chick-fil-A,"Chick-fil-A Lemonade, Medium",1.0,Serving,67.68,17.56,17.05,0.19,0.03,0.0,9.18,0.07,26.46,0.0,103.78250591016547,2.5265957446808507,0.0
Chick-fil-A,"Chick-fil-A Lemonade, Small",1.0,Serving,98.8,25.74,24.65,0.1,0.01,0.0,9.88,0.0,37.05,0.17,104.21052631578947,0.9109311740890689,0.688259109311741
Chick-fil-A,"Chick-fil-A Chick-N-Minis, 10 Ct",1.0,Serving,396.0,40.34,3.46,19.71,7.54,31.68,1145.76,1.85,271.92,15.75,40.74747474747475,44.79545454545455,15.909090909090908
Wendy's,Chili,1.0,can,566.4,29.28,5.28,34.08,10.82,100.8,1972.8,2.4,888.0,36.14,20.677966101694917,54.15254237288135,25.522598870056502
Wendy's,Baconator,1.0,serving,930.6,62.34,15.28,52.34,20.22,165.0,2224.2,4.29,785.4,52.07,26.795615731785944,50.61895551257254,22.381259402535996
Wendy's,Milk,1.0,serving,122.0,11.71,12.35,4.83,3.07,19.52,114.68,0.0,341.6,8.05,38.39344262295082,35.631147540983605,26.393442622950825
Wendy's,Apple Bites,1.0,serving,98.92,8.69,1.32,5.8,1.42,22.67,158.12,0.87,73.01,3.0,35.139506672058225,52.76991508289527,12.13101496158512
Wendy's,Baconator Fries,1.0,serving,930.6,62.34,15.28,52.34,20.22,165.0,2224.2,4.29,785.4,52.07,26.795615731785944,50.61895551257254,22.381259402535996
Wendy's,Breakfast Baconator,1.0,serving,157.14,30.01,7.16,2.48,1.55,7.76,420.98,1.85,516.04,4.56,76.39047982690596,14.203894616265753,11.607483772432225
Wendy's,Cheese Fries,1.0,serving,281.28,8.63,0.28,21.44,11.69,59.25,392.34,0.43,155.44,13.48,12.27246871444824,68.60068259385666,19.169510807736064
Wendy's,"Chili, Large",1.0,serving,71.5,0.36,0.19,4.76,1.56,186.0,71.0,0.0,69.0,6.28,2.013986013986014,59.916083916083906,35.13286713286713
Wendy's,Chocolate Milk,1.0,serving,207.5,25.85,23.85,8.48,5.26,30.0,150.0,2.0,417.5,7.93,49.83132530120482,36.78072289156627,15.286746987951808
Wendy's,Dave's Double,1.0,serving,342.89,40.94,5.29,16.83,7.32,0.0,447.32,4.86,224.07,8.74,47.75875645250663,44.17451660882498,10.195689579748608
Wendy's,Dave's Single,1.0,serving,65.52,1.85,1.3,4.85,2.8,16.38,274.89,0.0,59.43,3.6,11.294261294261295,66.62087912087912,21.97802197802198
Wendy's,Dave's Triple,1.0,serving,771.9,40.24,8.19,47.73,19.96,156.87,1586.13,1.25,572.7,45.32,20.852442026169193,55.65099106101826,23.48490737142117
Wendy's,Double Stack,1.0,serving,342.89,40.94,5.29,16.83,7.32,0.0,447.32,4.86,224.07,8.74,47.75875645250663,44.17451660882498,10.195689579748608
Wendy's,Jr. Cheeseburger,1.0,serving,535.31,39.24,7.16,28.66,14.0,95.52,1176.09,2.39,443.77,30.27,29.321327828734756,48.185163736900115,22.61866955595823
Wendy's,Jr. Hamburger,1.0,serving,355.95,35.3,5.05,16.6,3.05,9.3,719.36,5.25,434.23,16.24,39.6684927658379,41.97218710493047,18.249754178957716
Wendy's,Pretzel Baconator,1.0,serving,930.6,62.34,15.28,52.34,20.22,165.0,2224.2,4.29,785.4,52.07,26.795615731785944,50.61895551257254,22.381259402535996
Wendy's,Sausage Biscuit,1.0,serving,411.81,33.29,1.76,27.11,8.24,31.08,903.54,0.44,169.83,10.73,32.33530025982856,59.24819698404604,10.422282120395328
Wendy's,"Sprite, Large",1.0,serving,151.29,38.45,38.3,0.0,0.0,0.0,36.9,0.0,3.69,0.33,101.65906537114154,0.0,0.8724965298433474
Wendy's,"Sprite, Medium",1.0,serving,151.29,38.45,38.3,0.0,0.0,0.0,36.9,0.0,3.69,0.33,101.65906537114154,0.0,0.8724965298433474
Wendy's,"Sprite, Small",1.0,serving,83.28,21.03,18.78,0.32,0.09,0.0,41.64,1.85,527.44,1.25,101.00864553314122,3.4582132564841492,6.003842459173871
Chipotle,Chipotle-Honey Vinaigrette,2.0,oz,70.56,3.56,3.17,6.21,0.87,0.0,291.94,0.0,24.7,0.12,20.181405895691608,79.20918367346938,0.6802721088435374
Chipotle,"Chipotle Iced Tea, 22 fl oz",22.0,fl oz,239.07,59.89,59.03,0.0,0.0,0.0,24.52,0.0,61.3,0.0,100.20496089011588,0.0,0.0
Chipotle,"Chipotle Iced Tea, 32 fl oz",32.0,fl oz,239.07,59.89,59.03,0.0,0.0,0.0,24.52,0.0,61.3,0.0,100.20496089011588,0.0,0.0
Chipotle,"Chipotle Sweet Iced Tea, 22 fl oz",22.0,fl oz,79.76,20.71,19.96,0.0,0.0,0.0,0.2,0.0,50.23,0.0,103.8615847542628,0.0,0.0
Chipotle,"Chipotle Sweet Iced Tea, 32 fl oz",32.0,fl oz,79.76,20.71,19.96,0.0,0.0,0.0,0.2,0.0,50.23,0.0,103.8615847542628,0.0,0.0
Guerrero,"Tortillas, Zero Net Carbs, Chipotle",1.0,tortilla,80.88,13.39,1.35,0.82,0.17,0.0,137.54,2.79,27.55,6.98,66.22156280909991,9.124629080118694,34.52027695351138
Taco Bell,"Sauce, Chipotle, Creamy",2.0,tbsp,39.38,8.44,6.58,0.69,0.06,0.14,261.87,0.52,89.65,0.79,85.72879634332146,15.769426104621632,8.024377856780092
Better Way,"Dressing, Chipotle Ranch",2.0,tbsp,129.0,1.77,1.41,13.36,2.09,7.8,270.3,0.0,19.2,0.4,5.488372093023256,93.20930232558139,1.2403100775193798
Chipotle,Barbacoa,4.0,oz,204.76,2.35,0.27,7.14,2.85,99.73,70.83,0.78,401.43,33.11,4.5907403789802705,31.38308263332682,64.68060168001563
Chipotle,"Barq's Root Beer, 22 fl oz",22.0,fl oz,151.7,39.22,39.22,0.0,0.0,0.0,48.1,0.0,3.7,0.0,103.41463414634147,0.0,0.0
Chipotle,"Barq's Root Beer, 32 fl oz",32.0,fl oz,151.7,39.22,39.22,0.0,0.0,0.0,48.1,0.0,3.7,0.0,103.41463414634147,0.0,0.0
Chipotle,Black Beans,4.0,oz,227.04,40.78,0.55,0.93,0.24,0.0,1.72,14.96,610.6,15.24,71.84637068357999,3.6865750528541232,26.849894291754755
Chipotle,Blueberries,1.25,oz,0.78,0.2,0.14,0.0,0.0,0.0,0.01,0.03,1.05,0.01,102.56410256410258,0.0,5.128205128205128
Chipotle,Carnitas,4.0,oz,341.76,3.88,1.53,24.87,7.04,93.98,394.33,0.72,359.15,24.53,4.5411985018726595,65.4933286516854,28.710205992509362
Chipotle,Cheese,1.0,oz,113.12,0.87,0.13,9.33,5.28,27.72,182.84,0.0,21.28,6.4,3.076379066478076,74.23090523338047,22.63083451202263
Chipotle,Chicken,4.0,oz,187.0,0.04,2.415,11.11,3.11,79.9,60.35,0.0,173.4,20.37,0.08556149732620322,53.470588235294116,43.57219251336898
Chipotle,Chips,4.0,oz,148.96,15.07,0.09,9.51,0.95,0.0,147.56,0.87,334.88,1.79,40.4672395273899,57.45837808807733,4.806659505907626
Chipotle,Chips & Fresh Tomato Salsa,7.5,oz,29.4,6.5,4.36,0.37,0.05,0.0,580.65,1.84,363.83,1.47,88.43537414965988,11.326530612244898,20.0
Chipotle,Chips & Guacamole,8.0,oz,355.51,43.39,0.76,19.67,2.69,0.0,433.39,6.64,374.52,5.08,48.82000506314872,49.79606762116397,5.715732328204552
Chipotle,Chips & Queso,8.0,oz,357.0,45.39,1.66,17.67,3.15,5.63,683.48,3.5,168.82,5.99,50.857142857142854,44.54621848739497,6.711484593837536
Panera Bread,"Artisan Ciabatta Bread,",57.0,gram,82.46,15.32,1.76,1.03,0.22,0.0,151.9,0.84,39.06,2.74,74.31481930633035,11.241814212951734,13.291292747999032
Panera Bread,Black Pepper Focaccia Bread,57.0,gram,281.07,21.18,3.36,12.37,2.45,102.38,754.19,2.27,364.26,22.51,30.141957519479135,39.60934998398976,32.03472444586758
Panera Bread,"Broccoli Cheddar, Bread Bowl",1.0,Serving,320.11,28.69,1.57,16.58,9.44,47.19,354.25,2.84,391.45,15.04,35.8501765018275,46.61522601605697,18.793539720721
Panera Bread,Classic White Miche Bread,57.0,gram,246.89,39.48,18.82,8.81,5.2,51.34,231.37,1.7,210.83,3.77,63.96370853416501,32.11551703187655,6.107983312406335
Panera Bread,Country Rustic Sourdough Bread,57.0,gram,188.21,36.54,2.12,1.26,0.3,0.0,424.8,1.83,82.6,7.67,77.65793528505392,6.025184634185218,16.30094043887147
Panera Bread,"Mac & Cheese, Bread Bowl",1.0,Serving,549.81,104.87,9.34,4.89,1.07,0.0,1216.86,4.45,236.5,21.73,76.29544751823359,8.004583401538714,15.80909768829232
Panera Bread,Tomato Basil Miche Bread,57.0,gram,370.1,12.24,4.31,21.46,3.75,134.25,355.21,1.43,435.68,30.58,13.228857065657929,52.185895703863814,33.050526884625775
Panera Bread,Whole Grain Lahvash Bread,1.0,Lahvash,303.16,48.98,3.6,7.1,3.08,1.06,495.02,5.09,196.1,10.81,64.6259400976382,21.077978625148432,14.263095395170867
Panera Bread,Apple,1.0,Apple,94.64,25.13,18.91,0.31,0.05,0.0,1.82,4.37,194.74,0.47,106.21301775147928,2.9480135249366017,1.9864750633981403
Panera Bread,Banana,1.0,Banana,105.02,26.95,14.43,0.39,0.13,0.0,1.18,3.07,422.44,1.29,102.64711483526948,3.342220529422967,4.913349838126072
Panera Bread,Brownie,1.0,Brownie,233.0,25.1,3.99,14.55,3.66,36.5,171.5,2.05,88.0,3.1,43.09012875536481,56.201716738197426,5.3218884120171674
Panera Bread,Cinnascramble,1.0,Sandwich,580.0,19.795,3.99,8.81,1.07,1.06,312.89,2.05,196.1,6.11,13.651724137931035,13.670689655172415,4.213793103448276
Panera Bread,Croissant,1.0,Croissant,272.02,30.69,7.54,14.07,7.81,44.89,312.89,1.74,79.06,5.49,45.12903462980663,46.55172413793104,8.072935813543122
Panera Bread,Espresso,59.0,ml,2.66,0.49,0.0,0.05,0.03,0.0,4.14,0.0,34.04,0.04,73.68421052631578,16.917293233082706,6.015037593984962
Panera Bread,Hummus,1.0,Portion,99.6,8.57,3.99,5.76,0.86,0.0,227.4,3.6,136.8,4.74,34.41767068273093,52.04819277108433,19.036144578313255
Panera Bread,Mayonnaise,1.0,Portion,93.84,0.08,0.08,10.33,1.62,5.8,87.63,0.0,2.76,0.13,0.3410059676044331,99.07289002557545,0.5541346973572037
Panera Bread,Sugar,1.0,Packet,16.25,4.2,4.19,0.0,0.0,0.0,0.04,0.0,0.08,0.0,103.38461538461539,0.0,0.0
Panera Bread,"Bacon Mac & Cheese, Bread Bowl",1.0,Serving,850.04,69.05,2.27,45.12,24.82,130.43,870.2,3.81,504.76,41.04,32.49258858406663,47.77186955907957,19.312032374947062
Panera Bread,"Bistro French Onion, Bread Bowl",1.0,Serving,45.36,6.0,3.99,1.5,1.0,5.04,650.16,1.01,559.44,2.0,52.910052910052904,29.761904761904763,17.636684303350968
Panera Bread,"Hearty Fireside Chili, Bread Bowl",1.0,Serving,549.81,104.87,9.34,4.89,1.07,0.0,1216.86,4.45,236.5,21.73,76.29544751823359,8.004583401538714,15.80909768829232
Subway,6 inch #11 Subway Club,1.0,Serving,1411.81,245.11,5.0,30.52,4.27,0.0,2377.19,10.05,392.52,34.71,69.44560528683039,19.455875790651717,9.834184486581057
Subway,"Subway Club Meats (Turkey, Ham, Roast Beef)",1.0,Serving,491.11,34.71,6.4,25.37,8.11,93.6,1713.88,2.23,728.81,30.06,28.270652196045692,46.49263912361793,24.483313310663597
Subway,American,1.0,Serving,8.88,1.65,0.0,0.18,0.09,0.0,28.81,0.0,113.47,0.12,74.32432432432431,18.24324324324324,5.405405405405405
